"id","incident_year","incident_month","incident_day","operator_id","operator","aircraft","aircraft_type","aircraft_make","aircraft_model","aircraft_mass","engine_make","engine_model","engines","engine_type","engine1_position","engine2_position","engine3_position","engine4_position","airport_id","airport","state","faa_region","flight_phase","visibility","precipitation","height","speed","distance","species_id","species_name","species_quantity","flight_impact","damaged"
8854,2006,6,11,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM",NA,NA,NA,NA,NA,0,"YH004","HORNED LARK","1",NA,0
19945,2006,5,3,"UAL","UNITED AIRLINES","A-319","A","04A",6,4,23,"1",2,"D",1,1,NA,NA,"KSEA","SEATTLE-TACOMA INTL","WA","ANM","TAKEOFF RUN","DAY","NONE",0,120,0,"N6016","WESTERN SANDPIPER","2-10","NONE",0
2141,2000,11,16,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,"1",2,"D",1,1,NA,NA,"KLIT","BILL AND  HILLARY CLINTON NATL ARPT/ADAMS FIELD","AR","ASW","CLIMB","DAWN",NA,1000,140,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
26753,2005,10,2,"USA","1US AIRWAYS","B-737-400","A","148",32,4,10,"1",2,"D",1,1,NA,NA,"KIND","INDIANAPOLIS INTL ARPT","IN","AGL","CLIMB","DAWN","NONE",50,128,NA,"ZZ201","HOUSE SPARROW","2-10","NONE",1
9995,2011,7,7,"SKW","SKYWEST AIRLINES","CRJ100/200","A","188",10,3,22,"4",2,"D",5,5,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,"NONE",NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
9401,2012,8,4,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KGNV","GAINESVILLE REG ARPT","FL","ASO",NA,NA,NA,NA,NA,0,"Z5201","NORTHERN MOCKINGBIRD","1",NA,0
16858,2008,2,20,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPHX","PHOENIX SKY HARBOR INTL ARPT","AZ","AWP",NA,NA,NA,NA,NA,0,"O2111","ROCK PIGEON","1",NA,0
3071,2011,10,11,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM",NA,NA,NA,NA,NA,0,"YI009","CLIFF SWALLOW","1",NA,0
7001,2015,7,7,"ENY","ENVOY AIR","EMB-145","A","332",14,3,1,"10",2,"D",5,5,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","APPROACH","DAY","NONE",200,140,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
16363,2014,8,12,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMSP","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT","MN","AGL",NA,NA,NA,NA,NA,0,"YH004","HORNED LARK","1",NA,0
25430,1999,12,23,"UAL","UNITED AIRLINES","B-727-200","A","148",11,4,34,"10",3,"D",5,6,"5",NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
17955,2006,6,26,"1AWE","AMERICA WEST AIRLINES","A-320","A","04A",3,4,23,"1",2,"D",1,1,NA,NA,"KLAX","LOS ANGELES INTL","CA","AWP","LANDING ROLL","DUSK","NONE",0,80,0,"K5114","AMERICAN KESTREL","1","NONE",0
17588,2012,5,18,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KGNV","GAINESVILLE REG ARPT","FL","ASO",NA,NA,NA,NA,NA,0,"1C2","MICROBAT","1",NA,0
11714,2000,7,31,"NWA","NORTHWEST AIRLINES","B-757-200","A","148",26,4,34,"40",2,"D",1,1,NA,NA,"KMSP","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT","MN","AGL","APPROACH",NA,NA,200,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,1
10932,1996,10,4,"EGF","AMERICAN EAGLE AIRLINES","ATR-42","A","97",1,3,31,"10",2,"C",4,4,NA,NA,"KRSW","SOUTHWEST FLORIDA INTL ARPT","FL","ASO","TAKEOFF RUN","DAY","NONE",0,78,0,"J2109","MALLARD","2-10","ABORTED TAKEOFF",0
17036,1999,5,11,"FDX","FEDEX EXPRESS","B-727-200","A","148",11,4,34,"10",3,"D",5,6,"5",NA,"KMEM","MEMPHIS INTL","TN","ASO","APPROACH","NIGHT","NONE",5000,240,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
6623,2012,9,14,"MIL","MILITARY","C-130","A","561",12,4,NA,NA,4,"C",4,4,"4",4,"KMSP","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT","MN","AGL","APPROACH",NA,NA,600,NA,NA,"ZX3","SPARROW",NA,NA,0
26153,1999,4,14,"ROA","RENO AIR","MD-82","A","583",37,4,34,"10",2,"D",5,5,NA,NA,"KSFO","SAN FRANCISCO INTL ARPT","CA","AWP","APPROACH","NIGHT","NONE",500,122,NA,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
25572,2010,5,7,"DAL","DELTA AIR LINES","MD-88","A","583",37,4,34,"10",2,"D",5,5,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"ZS008","COMMON YELLOWTHROAT","1",NA,0
14634,2009,5,25,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMCI","KANSAS CITY INTL","MO","ACE",NA,NA,NA,NA,NA,0,"YL001","EUROPEAN STARLING","1",NA,0
7229,2010,5,8,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMCI","KANSAS CITY INTL","MO","ACE",NA,NA,NA,NA,NA,0,"Z6016","GRAY-CHEEKED THRUSH","1",NA,0
19461,2007,6,28,"MIL","MILITARY","TC-135W","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLNK","LINCOLN ARPT","NE","ACE","LANDING ROLL","DAY",NA,NA,160,NA,"UNKBM","UNKNOWN MEDIUM BIRD",NA,NA,0
28397,2008,7,2,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,"1",2,"D",1,1,NA,NA,"KSMF","SACRAMENTO INTL","CA","AWP","CLIMB","DUSK","NONE",10,150,0,"YI009","CLIFF SWALLOW","2-10","NONE",0
25449,2012,8,10,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCLT","CHARLOTTE/DOUGLAS INTL ARPT","NC","ASO",NA,NA,NA,NA,NA,0,"K5114","AMERICAN KESTREL","1",NA,0
27354,2007,1,8,"SWA","SOUTHWEST AIRLINES","B-737-200","A","148",13,4,34,"10",2,"D",1,1,NA,NA,"KONT","ONTARIO INTL ARPT","CA","AWP","CLIMB","NIGHT","NONE",2500,250,NA,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
24683,2010,8,11,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KBWI","BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT","MD","AEA",NA,NA,NA,NA,NA,0,"ZT001","EASTERN MEADOWLARK","1",NA,0
385,1997,6,10,"MIL","MILITARY","T-1A","A","748",NA,3,31,"1",2,"D",5,5,NA,NA,"KSTJ","ROSECRANS MEMORIAL ARPT","MO","ACE","CLIMB","DAY",NA,100,150,NA,"ZT001","EASTERN MEADOWLARK","1",NA,0
28357,2015,7,31,"UAL","UNITED AIRLINES","B-737-900","A","148",48,4,10,"1",2,"D",1,1,NA,NA,"KRSW","SOUTHWEST FLORIDA INTL ARPT","FL","ASO","CLIMB","DAWN","NONE",200,NA,0,"O2205","MOURNING DOVE","1","NONE",0
27270,2013,11,20,"BUS","BUSINESS","C-680","A","226",NA,3,31,"14",2,"D",5,5,NA,NA,"KAPC","NAPA COUNTY ARPT","CA","AWP","APPROACH","DAY","RAIN",30,105,0,"N6024","LEAST SANDPIPER","11-100","NONE",0
12506,2013,12,22,"AWE","US AIRWAYS","A-321","A","04A",7,4,23,"1",2,"D",1,1,NA,NA,"KCLT","CHARLOTTE/DOUGLAS INTL ARPT","NC","ASO","TAKEOFF RUN","DAY","RAIN",0,NA,0,"ZT001","EASTERN MEADOWLARK","1","NONE",0
19300,1992,10,1,"UNKC","UNKNOWN COMMERCIAL","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMSP","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT","MN","AGL","CLIMB",NA,NA,5000,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","OTHER",0
1761,2006,5,13,"ABX","ABX AIR","DC-9-40","A","583",22,4,34,"10",2,"D",5,5,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
17761,2004,9,11,"UAL","UNITED AIRLINES","B-737-300","A","148",24,4,10,"1",2,"D",1,1,NA,NA,"KORD","CHICAGO O'HARE INTL ARPT","IL","AGL","APPROACH",NA,NA,300,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","2-10",NA,0
152,2013,10,8,"UAL","UNITED AIRLINES","B-737-900","A","148",48,4,10,"1",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"Z5301","GRAY CATBIRD","1",NA,0
20086,2005,6,15,"DAL","DELTA AIR LINES","MD-88","A","583",37,4,34,"10",2,"D",5,5,NA,NA,"KMCI","KANSAS CITY INTL","MO","ACE","LANDING ROLL","DAY","NONE",0,120,0,"ZT001","EASTERN MEADOWLARK","1","NONE",0
2295,2001,11,9,"BUS","BUSINESS","DA-50 FALCON","A","300",8,3,19,"1",3,"D",5,6,"5",NA,"KSAV","SAVANNAH/HILTON HEAD INTL ARPT","GA","ASO","DESCENT","NIGHT","NONE",8000,235,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",1
14757,2012,8,18,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCMH","PORT COLUMBUS INTL","OH","AGL",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
15073,2013,10,31,"BUS","BUSINESS","PA-28","A","729",23,1,7,"10",1,"A",7,NA,NA,NA,"KPMP","POMPANO BEACH AIRPARK","FL","ASO","TAKEOFF RUN","DAY","NONE",0,55,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
17582,1993,5,27,"AAL","AMERICAN AIRLINES","FOKKER F100","A","372",12,4,37,"46",2,"D",5,5,NA,NA,"KORD","CHICAGO O'HARE INTL ARPT","IL","AGL","APPROACH","DAY","NONE",75,130,NA,"YL001","EUROPEAN STARLING","1","NONE",0
7196,1995,12,28,"EGF","AMERICAN EAGLE AIRLINES","SAAB-340","A","778",5,3,22,"22",2,"C",4,4,NA,NA,"KGGG","EAST TEXAS REGIONAL ARPT","TX","ASW","APPROACH","DAY","NONE",300,130,NA,"K1","NEW WORLD VULTURES","1","OTHER",1
8167,2011,11,28,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW",NA,NA,NA,NA,NA,0,"ZT000","MEADOWLARK","1",NA,0
14532,2009,11,10,"BUS","BUSINESS","PA-28","A","729",23,1,7,"10",1,"A",7,NA,NA,NA,"KAPF","NAPLES MUNICIPAL","FL","ASO","CLIMB","DAY","NONE",20,85,0,"O22","DOVE","1","NONE",0
27085,1997,12,13,"USA","1US AIRWAYS","B-737-400","A","148",32,4,10,"1",2,"D",1,1,NA,NA,"KAVP","WILKES-BARRE/SCRANTON INTL","PA","AEA","LANDING ROLL","NIGHT","NONE",0,NA,0,"1G11","WHITE-TAILED DEER","1","NONE",1
12264,2014,5,31,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM",NA,NA,NA,NA,NA,0,"YI009","CLIFF SWALLOW","1",NA,0
21964,1998,7,1,"DAL","DELTA AIR LINES","B-767-300","A","148",97,4,34,"46",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,1
1357,2008,9,17,"BTA","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","A","332",14,3,1,"10",2,"D",5,5,NA,NA,"KRDU","RALEIGH-DURHAM INTL","NC","ASO","TAKEOFF RUN","NIGHT",NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
27313,2009,6,5,"PVT","PRIVATELY OWNED","C-172","A","226",7,1,7,"10",1,"A",7,NA,NA,NA,"KCMA","CAMARILLO","CA","AWP","APPROACH","DAY","NONE",15,70,0,"ZX3","SPARROW","1","NONE",0
24563,2014,10,30,"FDX","FEDEX EXPRESS","A-300","A","04A",1,4,22,"7",2,"D",1,1,NA,NA,"KOAK","METRO OAKLAND INTL","CA","AWP","APPROACH","NIGHT","NONE",7000,230,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
1234,2010,7,6,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KACY","ATLANTIC CITY INTL","NJ","AEA",NA,NA,NA,NA,NA,0,"ZT001","EASTERN MEADOWLARK","1",NA,0
24502,2013,3,20,"RPA","REPUBLIC AIRLINES","DHC8 DASH 8","A","303",10,3,31,"10",2,"C",4,4,NA,NA,"KPWM","PORTLAND INTL JETPORT (ME)","ME","ANE","LANDING ROLL","DAY","NONE",0,NA,0,"ZS008","COMMON YELLOWTHROAT","2-10","NONE",0
11446,2013,5,2,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM",NA,NA,NA,NA,NA,0,"YH004","HORNED LARK","1",NA,0
17054,2004,1,26,"DAL","DELTA AIR LINES","B-737-800","A","148",43,4,10,"1",2,"D",1,1,NA,NA,"KCOS","CITY OF COLORADO SPRINGS MUNI APRT","CO","ANM","TAKEOFF RUN","DAY","NONE",0,140,0,"YH004","HORNED LARK","2-10","NONE",0
21231,2014,4,9,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,"1",2,"D",1,1,NA,NA,"KHOU","WILLIAM P HOBBY ARPT","TX","ASW","LANDING ROLL","DAY","NONE",0,100,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
29589,2014,8,28,"MIL","MILITARY","C-130","A","561",12,4,NA,NA,4,"C",4,4,"4",4,"KMDT","HARRISBURG INTL","PA","AEA","APPROACH",NA,NA,300,NA,NA,"ZD102","CEDAR WAXWING",NA,NA,0
6413,2010,9,28,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KTYS","MC GHEE TYSON ARPT","TN","ASO",NA,NA,NA,NA,NA,0,"YI010","TREE SWALLOW","2-10",NA,0
17728,2013,1,25,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KRSW","SOUTHWEST FLORIDA INTL ARPT","FL","ASO",NA,NA,NA,NA,NA,0,"M7003","COMMON MOORHEN","1",NA,0
27011,2003,10,20,"UAL","UNITED AIRLINES","A-319","A","04A",6,4,23,"1",2,"D",1,1,NA,NA,"KSFO","SAN FRANCISCO INTL ARPT","CA","AWP","APPROACH",NA,NA,NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1",NA,0
6812,1990,7,27,"MIL","MILITARY","T-37B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSPS","SHEPPARD AFB/WICHITA FALLS MUNI ARPT","TX","ASW","CLIMB","DAY",NA,1000,200,NA,"ZT001","EASTERN MEADOWLARK","1",NA,1
19377,2014,6,21,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
21416,2013,5,6,"SKW","SKYWEST AIRLINES","EMB-120","A","332",11,3,31,"10",2,"C",4,4,NA,NA,"KLMT","KLAMATH FALLS INTL","OR","ANM","APPROACH","NIGHT","NONE",100,85,NA,"J2109","MALLARD","1","NONE",0
946,1999,10,7,"NWA","NORTHWEST AIRLINES","A-320","A","04A",3,4,10,"1",2,"D",1,1,NA,NA,"KDTW","DETROIT METRO WAYNE COUNTY ARPT","MI","AGL","TAKEOFF RUN",NA,NA,0,120,0,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
5350,1994,4,18,"MIL","MILITARY","F-16","A","561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KTUS","TUCSON INTL","AZ","AWP","CLIMB","DAY",NA,10,160,NA,"UNKBM","UNKNOWN MEDIUM BIRD","2-10",NA,0
8917,2007,6,1,"UPS","UPS AIRLINES","B-757-200","A","148",26,4,37,"37",2,"D",1,1,NA,NA,"KLFT","LAFAYETTE REGIONAL","LA","ASW","APPROACH","DAY","FOG",150,131,NA,"NE1","GULL","2-10","NONE",0
16773,2003,9,14,"UAL","UNITED AIRLINES","B-737-500","A","148",33,4,10,"1",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
26062,2009,10,7,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
722,1993,9,2,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KORD","CHICAGO O'HARE INTL ARPT","IL","AGL",NA,NA,NA,NA,NA,0,"NE104","RING-BILLED GULL","1",NA,0
20041,2009,3,28,"BUS","BUSINESS","BELL-430","B","128",12,2,1,"1",2,"F",6,NA,NA,NA,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE","DAY",NA,800,120,NA,"NE1","GULL","1",NA,0
8302,2012,8,18,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KORD","CHICAGO O'HARE INTL ARPT","IL","AGL",NA,NA,NA,NA,NA,0,"YL001","EUROPEAN STARLING","1",NA,0
361,2001,8,8,"BUS","BUSINESS","PA-32","A","729",26,1,7,"31",1,"A",7,NA,NA,NA,"KHVN","TWEED-NEW HAVEN ARPT","CT","ANE","LANDING ROLL","DAY","NONE",0,NA,0,"K2001","OSPREY","1","NONE",1
18165,2012,12,19,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KHOU","WILLIAM P HOBBY ARPT","TX","ASW",NA,NA,NA,NA,NA,0,"N5111","KILLDEER","1",NA,0
24255,1990,7,16,"GOV","GOVERNMENT","BE-200 KING","A","123",22,2,31,"4",2,"C",4,4,NA,NA,"KCGX","MERRILL C MEIGS ARPT","IL","AGL","LANDING ROLL","DAY","NONE",0,NA,0,"NE1","GULL","2-10",NA,0
14518,2005,4,12,"AAL","AMERICAN AIRLINES","MD-80","A","583",37,4,34,"10",2,"D",5,5,NA,NA,"KLGA","LA GUARDIA ARPT","NY","AEA","TAXI","DAY","NONE",0,NA,0,"O2111","ROCK PIGEON","1","OTHER",1
21006,2012,7,10,"LOF","TRANS STATES AIRLINES","EMB-145","A","332",14,3,1,"10",2,"D",5,5,NA,NA,"KMDT","HARRISBURG INTL","PA","AEA","APPROACH","DAY","NONE",NA,NA,NA,"UNKB","UNKNOWN BIRD","1","NONE",0
11690,1996,9,19,"USA","1US AIRWAYS","B-737-300","A","148",24,4,10,"1",2,"D",1,1,NA,NA,"KMHT","MANCHESTER AIRPORT","NH","ANE","APPROACH","NIGHT","NONE",600,150,NA,"ZX3","SPARROW","1","NONE",0
12161,2007,7,12,"ABX","ABX AIR","DC-9-40","A","583",22,4,34,"10",2,"D",5,5,NA,NA,"KILN","WILMINGTON AIR PARK","OH","AGL","APPROACH",NA,NA,NA,150,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
26468,2005,8,13,"UPS","UPS AIRLINES","MD-11","A","583",39,4,34,"46",3,"D",1,6,"1",NA,"ZGGG","BAIYUN AIRPORT",NA,"FGN","TAKEOFF RUN",NA,NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
10592,2013,1,19,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDCA","RONALD REAGAN WASHINGTON NATIONAL ARPT","DC","AEA",NA,NA,NA,NA,NA,0,"R2004","SHORT-EARED OWL","1",NA,0
621,2001,10,29,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPHX","PHOENIX SKY HARBOR INTL ARPT","AZ","AWP",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
18555,2013,12,3,"FDX","FEDEX EXPRESS","A-300","A","04A",1,4,22,"7",2,"D",1,1,NA,NA,"KMEM","MEMPHIS INTL","TN","ASO","TAKEOFF RUN","DAY","FOG",0,152,0,"K33","HAWK","1","NONE",0
25490,2006,5,23,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KBKL","BURKE LAKEFRONT","OH","AGL",NA,NA,NA,NA,NA,0,"ZX303","SAVANNAH SPARROW","1",NA,0
26882,2006,12,20,"USCBP","US CUSTOMS AND BORDER PROTECTION","AEROS 350","B","31",15,2,43,"1",1,"F",NA,NA,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKB","UNKNOWN BIRD","1",NA,0
29254,2003,12,6,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,"1",2,"D",1,1,NA,NA,"KONT","ONTARIO INTL ARPT","CA","AWP","APPROACH","DAY","NONE",NA,NA,NA,"O2111","ROCK PIGEON","1","NONE",0
3738,2001,12,11,"UAL","UNITED AIRLINES","B-757-200","A","148",26,4,34,"40",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
589,2015,9,21,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KBDL","BRADLEY INTL","CT","ANE",NA,NA,NA,NA,NA,0,"T3001","RUBY-THROATED HUMMINGBIRD","1",NA,0
21829,1996,11,8,"BUS","BUSINESS","C-172","A","226",7,1,7,"19",1,"A",7,NA,NA,NA,"24VA","CHERRYSTONE ARPT","VA","AEA","APPROACH","DAY",NA,NA,NA,0,"1G11","WHITE-TAILED DEER",NA,"OTHER",1
12687,2006,8,25,"MIL","MILITARY","KC-135T","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLCK","RICKENBACKER INTL","OH","AGL","APPROACH","DAY",NA,0,150,NA,"ZT001","EASTERN MEADOWLARK",NA,NA,0
25578,1992,3,17,"BUS","BUSINESS","C-206 STATIO","A","226",17,1,7,"31",1,"A",7,NA,NA,NA,"PHLI","LIHUE ARPT","HI","AWP","TAKEOFF RUN","DAY","NONE",0,75,0,"ZY1","MUNIAS","1","NONE",0
25804,1991,9,18,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KISP","LONG ISLAND MAC ARTHUR","NY","AEA",NA,NA,NA,NA,NA,0,"YM11","CROW","1",NA,0
24874,2006,1,8,"FFT","FRONTIER AIRLINES","A-318","A","04A",8,4,10,"1",2,"D",1,1,NA,NA,"KSMF","SACRAMENTO INTL","CA","AWP","CLIMB","NIGHT","NONE",1000,NA,NA,"J2104","NORTHERN PINTAIL","2-10","PRECAUTIONARY LANDING",1
13704,2014,10,17,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KJFK","JOHN F KENNEDY INTL","NY","AEA",NA,NA,NA,NA,NA,0,"NE101","HERRING GULL","1",NA,0
4308,2003,3,17,"UAL","UNITED AIRLINES","B-737-300","A","148",24,4,10,"1",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
26751,2013,7,10,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOMA","EPPLEY AIRFIELD","NE","ACE",NA,NA,NA,NA,NA,0,"YI005","BARN SWALLOW","1",NA,0
10892,2012,8,2,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,"1",2,"D",1,1,NA,NA,"KSTL","LAMBERT-ST LOUIS INTL","MO","ACE","APPROACH","NIGHT","NONE",1100,135,3,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
20565,2005,5,5,"PVT","PRIVATELY OWNED","PA-32","A","729",26,1,7,"31",1,"A",7,NA,NA,NA,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE","NIGHT","NONE",4500,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
15897,2007,7,24,"BUS","BUSINESS","C-150","A","226",5,1,13,"1",1,"A",7,NA,NA,NA,"07FA","OCEAN REEF CLUB","FL","ASO","APPROACH","NIGHT","NONE",15,60,0,"UNKBS","UNKNOWN SMALL BIRD","1","PRECAUTIONARY LANDING",0
22364,2000,2,12,"USA","1US AIRWAYS","B-737-300","A","148",24,4,10,"1",2,"D",1,1,NA,NA,"KBNA","NASHVILLE INTL","TN","ASO","CLIMB","DAWN","RAIN",100,180,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
6165,2014,8,7,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM",NA,NA,NA,NA,NA,0,"ZT002","WESTERN MEADOWLARK","1",NA,0
10567,2010,3,9,"GOV","GOVERNMENT","T-38A","A",NA,NA,NA,22,"62",NA,NA,NA,NA,NA,NA,"KEFD","ELLINGTON FIELD ARPT","TX","ASW","CLIMB","DAY","NONE",800,NA,1,"NE104","RING-BILLED GULL","1",NA,0
8141,2009,2,12,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSFO","SAN FRANCISCO INTL ARPT","CA","AWP",NA,NA,NA,NA,NA,0,"K5114","AMERICAN KESTREL","1",NA,0
